,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,constellation
61199,3.84,188.11712896,-72.1329759,10.07,-50.59,-5.16,12.541141930666667,1991.25,Musca
61281,3.85,188.37101041,69.78820992,6.55,-58.14,11.42,12.558067360666666,1991.25,Draco
61317,4.24,188.43788561,41.35676779,119.46,-705.06,292.93,12.562525707333332,1991.25,Canes Venatici
61359,2.65,188.59680864,-23.39662306,23.34,0.86,-56.0,12.573120576,1991.25,Corvus
61384,4.95,188.68360523,70.02177318,5.97,-30.4,-1.36,12.578907015333334,1991.25,Draco
61394,4.8,188.71299083,22.62918961,8.94,-57.42,28.53,12.580866055333333,1991.25,Coma Berenices
61585,2.69,189.29618208,-69.13553358,10.67,-39.87,-12.44,12.619745472,1991.25,Musca
61622,3.85,189.42636588,-48.54128816,24.77,-186.61,-6.45,12.628424392,1991.25,Centaurus
61740,4.66,189.81171855,-7.99550439,10.24,-77.3,-24.66,12.654114569999999,1991.25,Virgo
61789,4.63,189.96900602,-39.98724188,9.19,-42.01,-24.94,12.664600401333333,1991.25,Centaurus
61932,2.2,190.38002079,-48.95988553,25.01,-187.28,-1.2,12.692001386,1991.25,Centaurus
61941,2.74,190.41667557,-1.44952231,84.53,-616.66,60.66,12.694445038,1991.25,Virgo
61960,4.88,190.47086482,10.23584294,27.1,82.62,-89.51,12.698057654666666,1991.25,Virgo
61966,4.91,190.48582,-59.68581085,3.15,-24.7,-3.57,12.699054666666665,1991.25,Crux 
62012,4.66,190.6481714,-48.81303493,17.31,-123.27,-30.36,12.709878093333334,1991.25,Centaurus
62268,4.69,191.40798434,-60.98116057,26.17,112.51,-64.86,12.760532289333334,1991.25,Crux 
62322,3.04,191.57029013,-68.10809405,10.48,-40.4,-10.32,12.771352675333333,1991.25,Musca
62327,4.62,191.59478955,-56.48877967,8.24,-33.11,-14.62,12.77298597,1991.25,Crux 
62434,1.25,191.93049537,-59.68873246,9.25,-48.24,-12.82,12.795366357999999,1991.25,Crux 
62683,4.9,192.67161238,-33.99926779,8.39,-29.11,-14.29,12.844774158666667,1991.25,Centaurus
62763,4.93,192.92469926,27.54073393,10.62,-9.5,-8.82,12.861646617333333,1991.25,Coma Berenices
62867,4.33,193.27906907,-48.94325313,10.77,-79.18,-25.34,12.885271271333332,1991.25,Centaurus
62886,4.89,193.32404513,21.24502058,10.06,-42.48,-32.0,12.888269675333333,1991.25,Coma Berenices
62896,4.25,193.35894159,-40.17881857,21.03,69.64,-21.83,12.890596106,1991.25,Centaurus
62956,1.76,193.5068041,55.95984301,40.3,111.74,-8.99,12.900453606666668,1991.25,Ursa Major
62985,4.77,193.58822553,-9.53894647,7.82,-18.26,-19.72,12.905881701999999,1991.25,Virgo
63003,4.03,193.64857337,-57.17789116,8.64,-30.45,-13.55,12.909904891333333,1991.25,Crux 
63007,4.62,193.66341683,-59.14666538,9.06,-33.35,-14.75,12.910894455333333,1991.25,Crux 
63090,3.39,193.90201366,3.39759862,16.11,-471.44,-52.81,12.926800910666666,1991.25,Virgo
63125,2.89,194.00767051,38.31824617,29.6,-233.43,54.98,12.933844700666667,1991.25,Canes Venatici
63355,4.76,194.73110786,17.40936063,10.91,-38.66,34.95,12.982073857333335,1991.25,Coma Berenices
63462,4.88,195.06868941,30.78503676,3.63,-21.59,-6.38,13.004579294,1991.25,Coma Berenices
63503,4.93,195.18160731,56.36633134,40.06,108.36,2.67,13.012107154,1991.25,Ursa Major
63608,2.85,195.54483557,10.95910186,31.9,-275.05,19.96,13.036322371333334,1991.25,Virgo
63613,3.61,195.56573968,-71.54879865,35.91,263.58,-23.28,13.037715978666666,1991.25,Musca
63724,4.83,195.88894965,-49.52723627,14.97,-46.58,-11.24,13.05926331,1991.25,Centaurus
63945,4.71,196.56970994,-48.46325358,7.88,-29.72,-14.68,13.104647329333334,1991.25,Centaurus
64004,4.27,196.72776268,-49.90621586,7.92,-26.24,-12.43,13.115184178666668,1991.25,Centaurus
64022,4.8,196.79461606,27.62490672,10.75,33.27,-68.21,13.119641070666667,1991.25,Coma Berenices
64166,4.94,197.26367917,-23.11797275,14.14,-19.97,-39.9,13.150911944666666,1991.25,Hydra
64238,4.38,197.48755015,-5.53892987,7.86,-35.08,-32.8,13.165836676666666,1991.25,Virgo
64241,4.32,197.49812263,17.52911621,69.81,-445.95,129.69,13.166541508666667,1991.25,Coma Berenices
64394,4.23,197.97051117,27.87603769,109.23,-801.94,882.7,13.198034078000001,1991.25,Coma Berenices
64408,4.85,198.01444495,-37.80313606,48.83,-382.44,47.01,13.200962996666668,1991.25,Centaurus
64425,4.58,198.07345539,-59.92053651,9.42,-28.54,-17.46,13.204897026,1991.25,Centaurus
64540,4.94,198.42908954,40.15284766,6.24,-52.19,15.5,13.228605969333334,1991.25,Canes Venatici
64583,4.9,198.56428372,-59.10285946,55.49,-249.62,-154.6,13.237618914666665,1991.25,Centaurus
64661,4.79,198.81249082,-67.8945633,8.04,-36.92,-10.63,13.254166054666666,1991.25,Musca
64820,4.86,199.30431246,-66.78342263,2.75,-15.27,-6.34,13.286954164,1991.25,Musca
64844,4.72,199.38598801,40.57256275,11.39,-125.67,18.45,13.292399200666667,1991.25,Canes Venatici
64852,4.78,199.40119538,5.46984502,6.03,-7.16,10.0,13.293413025333333,1991.25,Virgo
64924,4.74,199.60405,-18.30861062,117.3,-1069.9,-1063.78,13.306936666666667,1991.25,Virgo
64962,2.99,199.7302224,-23.17141246,24.69,68.41,-41.09,13.315348160000001,1991.25,Hydra
65109,2.75,200.15027321,-36.71208109,55.64,-340.76,-87.98,13.343351547333333,1991.25,Centaurus
65271,4.52,200.65824899,-60.98835608,9.2,-35.5,-15.19,13.377216599333334,1991.25,Centaurus
65378,2.23,200.98091604,54.92541525,41.73,121.23,-22.01,13.398727736000001,1991.25,Ursa Major
65387,4.52,201.00184737,-64.53561699,12.69,29.1,-20.96,13.400123158000001,1991.25,Centaurus
65474,0.98,201.2983523,-11.16124491,12.44,-42.5,-31.73,13.419890153333334,1991.25,Virgo
65477,3.99,201.30589832,54.98799884,40.19,120.35,-16.94,13.420393221333335,1991.25,Ursa Major
65639,4.76,201.86349201,-15.97363075,12.63,-122.13,21.61,13.457566133999999,1991.25,Virgo
65721,4.97,202.10812668,13.78018777,55.22,-234.81,-576.19,13.473875112,1991.25,Virgo
65936,3.9,202.76111861,-39.40727983,2.6,-15.65,-11.25,13.517407907333334,1991.25,Centaurus
66006,4.68,202.99144179,-6.25571065,7.55,-103.8,-43.4,13.532762786000001,1991.25,Virgo
66200,4.92,203.5329387,3.65902506,17.79,43.89,-24.03,13.56886258,1991.25,Virgo
66234,4.68,203.61405606,49.01590606,17.12,-128.28,27.39,13.574270404,1991.25,Canes Venatici
66249,3.38,203.673978,-0.59593821,44.55,-278.89,48.56,13.5782652,1991.25,Virgo
66257,4.91,203.69894294,37.18243871,22.46,84.7,-9.81,13.579929529333333,1991.25,Canes Venatici
66458,4.82,204.36540378,36.29484073,17.01,-94.78,23.63,13.624360252,1991.25,Canes Venatici
66657,2.29,204.97196962,-53.46636269,8.68,-14.6,-12.79,13.664797974666667,1991.25,Centaurus
66738,4.63,205.18455213,54.68166149,5.94,-19.14,-11.37,13.678970141999999,1991.25,Ursa Major
66821,4.99,205.43672827,-54.55936543,12.05,-43.65,-24.58,13.695781884666667,1991.25,Centaurus
67153,4.23,206.42319432,-33.04336606,51.91,-461.85,-146.17,13.761546288,1991.25,Centaurus
67234,4.64,206.66403516,-51.43269771,12.68,10.33,-27.98,13.777602344,1991.25,Centaurus
67275,4.5,206.81681937,17.45677436,64.12,-480.33,54.18,13.787787958,1991.25,Boötes
67301,1.85,206.8856088,49.31330288,32.39,-121.23,-15.56,13.79237392,1991.25,Ursa Major
67457,4.19,207.36146356,-34.45063035,18.39,-42.59,-59.87,13.824097570666668,1991.25,Centaurus
67459,4.05,207.36957439,15.79780583,13.29,-93.64,40.76,13.824638292666666,1991.25,Boötes
67464,3.41,207.3762392,-41.68765971,6.87,-26.01,-20.38,13.825082613333333,1991.25,Centaurus
67472,3.47,207.40419934,-42.47368506,6.19,-23.85,-19.22,13.826946622666666,1991.25,Centaurus
67480,4.92,207.42841642,21.26406422,8.86,21.09,17.0,13.828561094666666,1991.25,Boötes
67494,4.96,207.468102,-18.13407618,13.48,-99.34,-37.71,13.831206799999999,1991.25,Virgo
67627,4.58,207.85807331,64.72328281,8.33,1.45,-4.55,13.857204887333333,1991.25,Draco
67665,4.76,207.94787312,34.44431774,5.4,-20.49,-31.82,13.863191541333332,1991.25,Canes Venatici
67669,4.32,207.95677175,-32.99401625,10.96,-35.74,-30.14,13.863784783333333,1991.25,Centaurus
67786,4.75,208.30228458,-31.92758624,4.87,-13.53,-10.74,13.886818971999999,1991.25,Centaurus
67927,2.68,208.6713175,18.39858742,88.17,-60.95,-358.1,13.911421166666665,1991.25,Boötes
68002,2.55,208.88514539,-47.28826634,8.48,-57.14,-44.75,13.925676359333332,1991.25,Centaurus
68191,4.71,209.41223681,-63.68661603,15.61,-40.45,-32.83,13.960815787333333,1991.25,Centaurus
68245,3.83,209.56785278,-42.10070526,7.01,-23.68,-19.82,13.971190185333334,1991.25,Centaurus
68282,3.87,209.6698807,-44.8035314,7.81,-27.97,-21.69,13.977992046666666,1991.25,Centaurus
68520,4.23,210.41159648,1.54458338,14.94,17.41,-21.2,14.027439765333332,1991.25,Virgo
68523,4.34,210.43121648,-45.60336989,7.28,3.89,-20.94,14.028747765333332,1991.25,Centaurus
68702,0.61,210.95601898,-60.3729784,6.21,-33.96,-25.06,14.063734598666667,1991.25,Centaurus
68756,3.67,211.09760837,64.37580873,10.56,-56.52,17.19,14.073173891333333,1991.25,Draco
68862,4.36,211.5116084,-41.17958035,7.31,-24.42,-21.63,14.100773893333333,1991.25,Centaurus
68895,3.25,211.59278733,-26.68201883,32.17,43.05,-140.82,14.106185821999999,1991.25,Hydra
68933,2.06,211.67218608,-36.36869575,53.52,-519.29,-517.87,14.111479072,1991.25,Centaurus
69112,4.8,212.21253759,77.54743312,6.52,-30.36,33.39,14.147502506,1991.25,Ursa Minor
69191,4.74,212.47898599,-53.43872584,17.93,-144.17,-90.54,14.165265732666667,1991.25,Centaurus
69226,4.82,212.59978522,25.09182293,27.27,-23.02,-60.07,14.173319014666667,1991.25,Boötes
69269,4.93,212.71034788,-16.30200362,6.02,3.82,-10.87,14.180689858666666,1991.25,Virgo
69389,4.99,213.06596003,2.40949613,12.45,-44.67,-26.1,14.204397335333335,1991.25,Virgo
69427,4.18,213.22392088,-10.274044,14.59,8.04,140.79,14.214928058666667,1991.25,Virgo
69483,4.53,213.37062458,51.78999066,21.03,61.39,-10.57,14.224708305333333,1991.25,Boötes
69673,-0.05,213.91811403,19.18726997,88.85,-1093.45,-1999.4,14.261207602,1991.25,Boötes
69701,4.07,214.00368717,-5.99952622,46.74,-25.84,-419.84,14.266912478,1991.25,Virgo
69713,4.75,214.04195627,51.36701398,33.54,-149.98,89.42,14.269463751333332,1991.25,Boötes
69732,4.18,214.09656821,46.08791894,33.58,-187.42,159.01,14.273104547333332,1991.25,Boötes
69879,4.8,214.49923373,35.50947085,14.63,4.92,14.18,14.299948915333333,1991.25,Boötes
69896,4.89,214.55821047,-81.00760147,23.36,-19.95,-65.39,14.303880698,1991.25,Apus
69974,4.52,214.77750771,-13.37116634,17.47,-17.12,29.39,14.318500514,1991.25,Virgo
69996,3.55,214.85096972,-46.05808391,9.27,-12.81,-3.79,14.323397981333333,1991.25,Lupus
70027,4.84,214.93883677,16.30680118,17.12,-140.91,60.31,14.329255784666666,1991.25,Boötes
70069,4.3,215.08146975,-56.38647906,2.75,-9.29,-7.57,14.33876465,1991.25,Centaurus
70090,4.05,215.13949709,-37.88526711,13.19,-64.5,-11.39,14.342633139333334,1991.25,Centaurus
70104,4.78,215.17729569,-45.1868814,21.95,37.17,-73.61,14.345153046,1991.25,Lupus
70264,4.76,215.65467485,-58.45915834,11.56,-47.03,17.03,14.376978323333333,1991.25,Centaurus
70300,4.41,215.75940538,-39.51176599,7.79,-24.32,-21.81,14.383960358666666,1991.25,Centaurus
70306,4.78,215.77461567,-27.75373395,18.67,-201.57,-116.63,14.384974378,1991.25,Hydra
70327,4.86,215.84475026,8.44664037,15.17,-75.28,-9.56,14.389650017333334,1991.25,Boötes
70497,4.04,216.30008064,51.85171354,68.63,-236.06,-399.07,14.420005376,1991.25,Boötes
70574,4.56,216.53431272,-45.22138996,3.15,-13.51,-14.02,14.435620848000001,1991.25,Lupus
70576,4.33,216.54500648,-45.37926095,10.38,13.55,-6.35,14.436333765333334,1991.25,Lupus
70638,4.31,216.73225313,-83.66785308,11.7,-95.79,-12.91,14.448816875333334,1991.25,Octans
70692,4.25,216.88134383,75.69593921,9.46,8.71,22.09,14.458756255333332,1991.25,Ursa Minor
70753,4.97,217.04351389,-29.49157976,7.85,-24.87,-23.81,14.469567592666667,1991.25,Hydra
70755,4.81,217.05091806,-2.22795009,24.15,-140.94,-2.92,14.470061203999999,1991.25,Virgo
71053,3.57,217.95774098,30.37114497,21.92,-100.44,120.22,14.530516065333334,1991.25,Boötes
71075,3.04,218.01982421,38.30788348,38.29,-115.55,151.87,14.534654947333333,1991.25,Boötes
71121,4.44,218.15451447,-50.45712132,5.68,-29.55,-14.85,14.543634298,1991.25,Lupus
71284,4.47,218.66954381,29.74480735,64.66,188.32,132.72,14.577969587333333,1991.25,Boötes
71352,2.33,218.87688163,-42.15774562,10.57,-35.31,-32.44,14.591792108666668,1991.25,Centaurus
71536,4.05,219.47187965,-49.42575765,10.51,-27.78,-29.05,14.631458643333334,1991.25,Lupus
71681,1.35,219.91412833,-60.83947139,742.12,-3600.35,952.11,14.660941888666667,1991.25,Centaurus
71683,-0.01,219.92041034,-60.83514707,742.12,-3678.19,481.84,14.661360689333332,1991.25,Centaurus
71762,4.49,220.18150404,16.4183013,10.28,9.64,9.46,14.678766935999999,1991.25,Boötes
71795,3.78,220.28716819,13.72833113,18.07,52.36,-12.71,14.685811212666666,1991.25,Boötes
